transaction_id,user_id,transaction_timestamp,transaction_type,amount_usd,payment_method,currency
txn_20260126_1312,user_206,2026-01-27 02:51:36.470285,purchase,11.95,google_pay,USD
txn_20260126_1313,user_71,2026-01-27 00:58:36.470285,ad_revenue,0.14,google_pay,USD
txn_20260126_1314,user_560,2026-01-27 08:33:36.470285,subscription,19.99,paypal,USD
txn_20260126_1315,user_182,2026-01-26 22:48:36.470285,purchase,15.96,google_pay,USD
txn_20260126_1316,user_924,2026-01-26 20:28:36.470285,subscription,9.99,apple_pay,USD
txn_20260126_1317,user_271,2026-01-26 20:22:36.470285,rental,4.34,apple_pay,USD
txn_20260126_1318,user_110,2026-01-26 23:57:36.470285,rental,4.4,google_pay,USD
txn_20260126_1319,user_67,2026-01-27 05:11:36.470285,subscription,9.99,paypal,USD
txn_20260126_1320,user_512,2026-01-26 18:31:36.470285,rental,6.54,google_pay,USD
txn_20260126_1321,user_869,2026-01-26 15:07:36.470285,subscription,14.99,apple_pay,USD
txn_20260126_1322,user_731,2026-01-26 11:26:36.470285,purchase,16.97,google_pay,USD
txn_20260126_1323,user_250,2026-01-26 16:13:36.470285,subscription,9.99,apple_pay,USD
txn_20260126_1324,user_363,2026-01-27 04:20:36.470285,rental,5.95,apple_pay,USD
txn_20260126_1325,user_889,2026-01-26 22:03:36.470285,ad_revenue,0.43,paypal,USD
txn_20260126_1326,user_223,2026-01-27 02:32:36.470285,rental,5.41,credit_card,USD
txn_20260126_1327,user_576,2026-01-26 17:27:36.470285,subscription,14.99,credit_card,USD
txn_20260126_1328,user_528,2026-01-27 00:45:36.470285,ad_revenue,0.19,credit_card,USD
txn_20260126_1329,user_61,2026-01-27 09:50:36.470285,subscription,19.99,apple_pay,USD
txn_20260126_1330,user_203,2026-01-27 09:09:36.470285,subscription,14.99,credit_card,USD
txn_20260126_1331,user_679,2026-01-26 23:57:36.470285,subscription,14.99,apple_pay,USD
txn_20260126_1332,user_154,2026-01-26 20:40:36.470285,subscription,9.99,google_pay,USD
txn_20260126_1333,user_418,2026-01-27 04:22:36.470285,purchase,10.86,google_pay,USD
txn_20260126_1334,user_442,2026-01-27 04:40:36.470285,ad_revenue,0.27,credit_card,USD
txn_20260126_1335,user_577,2026-01-26 19:44:36.470285,subscription,9.99,paypal,USD
txn_20260126_1336,user_928,2026-01-26 15:53:36.470285,rental,5.92,credit_card,USD
txn_20260126_1337,user_428,2026-01-26 22:27:36.470285,ad_revenue,0.1,google_pay,USD
txn_20260126_1338,user_670,2026-01-27 06:43:36.470285,rental,4.83,credit_card,USD
txn_20260126_1339,user_270,2026-01-27 00:54:36.470285,purchase,19.38,apple_pay,USD
txn_20260126_1340,user_284,2026-01-27 02:11:36.470285,subscription,19.99,apple_pay,USD
txn_20260126_1341,user_841,2026-01-26 18:28:36.470285,subscription,19.99,credit_card,USD
txn_20260126_1342,user_680,2026-01-27 08:08:36.470285,ad_revenue,0.36,paypal,USD
txn_20260126_1343,user_38,2026-01-26 17:40:36.470285,subscription,19.99,google_pay,USD
txn_20260126_1344,user_36,2026-01-27 06:46:36.470285,rental,6.17,apple_pay,USD
txn_20260126_1345,user_472,2026-01-27 03:57:36.470285,subscription,19.99,google_pay,USD
txn_20260126_1346,user_595,2026-01-26 15:48:36.470285,subscription,9.99,credit_card,USD
txn_20260126_1347,user_229,2026-01-26 22:17:36.470285,purchase,23.44,apple_pay,USD
txn_20260126_1348,user_562,2026-01-27 00:51:36.470285,rental,4.7,credit_card,USD
txn_20260126_1349,user_717,2026-01-26 14:06:36.470285,rental,4.51,credit_card,USD
txn_20260126_1350,user_988,2026-01-27 07:45:36.470285,rental,5.11,apple_pay,USD
txn_20260126_1351,user_631,2026-01-27 05:45:36.470285,ad_revenue,0.4,apple_pay,USD
txn_20260126_1352,user_662,2026-01-27 10:19:36.470285,ad_revenue,0.23,paypal,USD
txn_20260126_1353,user_494,2026-01-27 06:20:36.470285,subscription,19.99,credit_card,USD
txn_20260127_0,user_32,2026-01-28 00:37:36.470285,rental,6.2,google_pay,USD
txn_20260127_1,user_881,2026-01-27 18:30:36.470285,purchase,23.91,apple_pay,USD
txn_20260127_2,user_966,2026-01-28 04:58:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_3,user_849,2026-01-27 11:23:36.470285,ad_revenue,0.09,google_pay,USD
txn_20260127_4,user_839,2026-01-27 21:42:36.470285,rental,6.64,credit_card,USD
txn_20260127_5,user_206,2026-01-28 01:01:36.470285,subscription,14.99,credit_card,USD
txn_20260127_6,user_221,2026-01-28 01:41:36.470285,subscription,19.99,google_pay,USD
txn_20260127_7,user_27,2026-01-27 10:51:36.470285,rental,4.98,google_pay,USD
txn_20260127_8,user_600,2026-01-28 05:50:36.470285,rental,4.59,google_pay,USD
txn_20260127_9,user_359,2026-01-28 08:39:36.470285,purchase,24.64,paypal,USD
txn_20260127_10,user_914,2026-01-27 22:43:36.470285,ad_revenue,0.19,google_pay,USD
txn_20260127_11,user_887,2026-01-27 20:16:36.470285,ad_revenue,0.23,paypal,USD
txn_20260127_12,user_729,2026-01-27 13:37:36.470285,ad_revenue,0.27,paypal,USD
txn_20260127_13,user_125,2026-01-27 21:05:36.470285,subscription,14.99,credit_card,USD
txn_20260127_14,user_279,2026-01-28 07:42:36.470285,rental,4.03,paypal,USD
txn_20260127_15,user_278,2026-01-27 21:11:36.470285,ad_revenue,0.46,credit_card,USD
txn_20260127_16,user_880,2026-01-27 11:59:36.470285,subscription,9.99,credit_card,USD
txn_20260127_17,user_403,2026-01-27 18:27:36.470285,rental,4.61,google_pay,USD
txn_20260127_18,user_973,2026-01-28 01:47:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_19,user_435,2026-01-27 15:23:36.470285,subscription,14.99,google_pay,USD
txn_20260127_20,user_288,2026-01-27 16:04:36.470285,subscription,9.99,google_pay,USD
txn_20260127_21,user_730,2026-01-27 23:05:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_22,user_505,2026-01-28 09:39:36.470285,subscription,19.99,credit_card,USD
txn_20260127_23,user_789,2026-01-28 01:47:36.470285,purchase,23.92,google_pay,USD
txn_20260127_24,user_785,2026-01-28 06:26:36.470285,ad_revenue,0.49,credit_card,USD
txn_20260127_25,user_773,2026-01-28 07:21:36.470285,purchase,18.2,paypal,USD
txn_20260127_26,user_258,2026-01-27 17:22:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_27,user_963,2026-01-27 13:41:36.470285,subscription,9.99,google_pay,USD
txn_20260127_28,user_485,2026-01-27 14:01:36.470285,rental,5.48,google_pay,USD
txn_20260127_29,user_572,2026-01-28 02:29:36.470285,purchase,20.58,credit_card,USD
txn_20260127_30,user_552,2026-01-27 11:28:36.470285,ad_revenue,0.45,credit_card,USD
txn_20260127_31,user_943,2026-01-28 04:14:36.470285,subscription,14.99,paypal,USD
txn_20260127_32,user_376,2026-01-28 02:40:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_33,user_537,2026-01-27 15:38:36.470285,ad_revenue,0.23,apple_pay,USD
txn_20260127_34,user_372,2026-01-27 22:46:36.470285,subscription,9.99,paypal,USD
txn_20260127_35,user_80,2026-01-28 08:25:36.470285,subscription,14.99,paypal,USD
txn_20260127_36,user_414,2026-01-28 10:19:36.470285,ad_revenue,0.3,credit_card,USD
txn_20260127_37,user_266,2026-01-27 20:26:36.470285,subscription,14.99,paypal,USD
txn_20260127_38,user_298,2026-01-27 11:05:36.470285,rental,4.5,paypal,USD
txn_20260127_39,user_995,2026-01-28 10:11:36.470285,ad_revenue,0.06,paypal,USD
txn_20260127_40,user_187,2026-01-27 23:13:36.470285,subscription,14.99,google_pay,USD
txn_20260127_41,user_983,2026-01-28 07:15:36.470285,rental,4.64,credit_card,USD
txn_20260127_42,user_442,2026-01-27 18:39:36.470285,rental,6.64,paypal,USD
txn_20260127_43,user_208,2026-01-28 08:30:36.470285,subscription,19.99,paypal,USD
txn_20260127_44,user_967,2026-01-27 17:52:36.470285,rental,4.13,google_pay,USD
txn_20260127_45,user_492,2026-01-28 00:53:36.470285,ad_revenue,0.15,credit_card,USD
txn_20260127_46,user_174,2026-01-27 14:30:36.470285,ad_revenue,0.03,credit_card,USD
txn_20260127_47,user_808,2026-01-27 13:00:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_48,user_735,2026-01-27 20:05:36.470285,rental,6.05,credit_card,USD
txn_20260127_49,user_183,2026-01-27 13:48:36.470285,rental,4.18,google_pay,USD
txn_20260127_50,user_744,2026-01-27 17:52:36.470285,ad_revenue,0.24,apple_pay,USD
txn_20260127_51,user_632,2026-01-28 04:17:36.470285,rental,6.35,apple_pay,USD
txn_20260127_52,user_849,2026-01-27 18:48:36.470285,rental,6.21,credit_card,USD
txn_20260127_53,user_728,2026-01-28 04:26:36.470285,rental,4.05,apple_pay,USD
txn_20260127_54,user_839,2026-01-28 08:42:36.470285,subscription,14.99,google_pay,USD
txn_20260127_55,user_994,2026-01-27 18:00:36.470285,subscription,14.99,google_pay,USD
txn_20260127_56,user_954,2026-01-28 10:06:36.470285,subscription,9.99,paypal,USD
txn_20260127_57,user_187,2026-01-27 12:49:36.470285,subscription,14.99,google_pay,USD
txn_20260127_58,user_295,2026-01-27 10:46:36.470285,rental,5.73,apple_pay,USD
txn_20260127_59,user_659,2026-01-27 10:50:36.470285,purchase,13.25,apple_pay,USD
txn_20260127_60,user_688,2026-01-28 06:57:36.470285,ad_revenue,0.32,paypal,USD
txn_20260127_61,user_793,2026-01-28 05:11:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_62,user_760,2026-01-28 06:32:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_63,user_230,2026-01-27 18:41:36.470285,subscription,19.99,paypal,USD
txn_20260127_64,user_634,2026-01-28 01:18:36.470285,subscription,14.99,paypal,USD
txn_20260127_65,user_567,2026-01-27 12:31:36.470285,subscription,9.99,paypal,USD
txn_20260127_66,user_528,2026-01-27 16:40:36.470285,subscription,9.99,google_pay,USD
txn_20260127_67,user_481,2026-01-27 12:54:36.470285,subscription,14.99,credit_card,USD
txn_20260127_68,user_668,2026-01-27 20:05:36.470285,subscription,19.99,paypal,USD
txn_20260127_69,user_49,2026-01-27 18:37:36.470285,ad_revenue,0.42,google_pay,USD
txn_20260127_70,user_58,2026-01-27 11:48:36.470285,rental,5.69,paypal,USD
txn_20260127_71,user_36,2026-01-28 05:17:36.470285,subscription,14.99,google_pay,USD
txn_20260127_72,user_604,2026-01-28 05:36:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_73,user_179,2026-01-27 18:34:36.470285,ad_revenue,0.32,apple_pay,USD
txn_20260127_74,user_747,2026-01-27 11:24:36.470285,ad_revenue,0.45,paypal,USD
txn_20260127_75,user_76,2026-01-27 14:03:36.470285,rental,6.25,apple_pay,USD
txn_20260127_76,user_271,2026-01-28 05:55:36.470285,subscription,19.99,google_pay,USD
txn_20260127_77,user_702,2026-01-28 09:31:36.470285,subscription,14.99,paypal,USD
txn_20260127_78,user_904,2026-01-27 19:38:36.470285,ad_revenue,0.28,google_pay,USD
txn_20260127_79,user_362,2026-01-27 19:14:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_80,user_192,2026-01-28 06:40:36.470285,purchase,17.05,paypal,USD
txn_20260127_81,user_41,2026-01-27 19:44:36.470285,ad_revenue,0.12,google_pay,USD
txn_20260127_82,user_535,2026-01-27 21:19:36.470285,purchase,21.76,paypal,USD
txn_20260127_83,user_442,2026-01-27 13:54:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_84,user_6,2026-01-27 13:24:36.470285,rental,6.55,credit_card,USD
txn_20260127_85,user_766,2026-01-27 14:42:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_86,user_987,2026-01-27 19:04:36.470285,subscription,9.99,google_pay,USD
txn_20260127_87,user_413,2026-01-27 14:52:36.470285,purchase,17.93,credit_card,USD
txn_20260127_88,user_346,2026-01-27 19:08:36.470285,rental,4.4,paypal,USD
txn_20260127_89,user_468,2026-01-28 04:11:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_90,user_912,2026-01-27 12:52:36.470285,subscription,14.99,google_pay,USD
txn_20260127_91,user_673,2026-01-27 17:48:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_92,user_312,2026-01-27 14:44:36.470285,ad_revenue,0.27,paypal,USD
txn_20260127_93,user_560,2026-01-28 03:58:36.470285,ad_revenue,0.1,credit_card,USD
txn_20260127_94,user_729,2026-01-28 00:05:36.470285,subscription,9.99,google_pay,USD
txn_20260127_95,user_915,2026-01-27 13:28:36.470285,ad_revenue,0.49,credit_card,USD
txn_20260127_96,user_145,2026-01-27 14:03:36.470285,subscription,9.99,credit_card,USD
txn_20260127_97,user_950,2026-01-27 13:13:36.470285,ad_revenue,0.17,paypal,USD
txn_20260127_98,user_10,2026-01-27 23:54:36.470285,ad_revenue,0.37,google_pay,USD
txn_20260127_99,user_481,2026-01-27 19:30:36.470285,subscription,9.99,google_pay,USD
txn_20260127_100,user_681,2026-01-28 02:51:36.470285,subscription,9.99,paypal,USD
txn_20260127_101,user_388,2026-01-28 08:10:36.470285,rental,4.54,google_pay,USD
txn_20260127_102,user_379,2026-01-27 20:34:36.470285,rental,4.28,paypal,USD
txn_20260127_103,user_5,2026-01-28 09:25:36.470285,subscription,14.99,paypal,USD
txn_20260127_104,user_608,2026-01-27 11:19:36.470285,subscription,9.99,google_pay,USD
txn_20260127_105,user_814,2026-01-28 09:47:36.470285,subscription,9.99,google_pay,USD
txn_20260127_106,user_358,2026-01-28 01:48:36.470285,ad_revenue,0.37,apple_pay,USD
txn_20260127_107,user_414,2026-01-27 18:05:36.470285,ad_revenue,0.11,paypal,USD
txn_20260127_108,user_125,2026-01-27 20:00:36.470285,ad_revenue,0.36,apple_pay,USD
txn_20260127_109,user_249,2026-01-28 03:42:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_110,user_623,2026-01-28 04:18:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_111,user_569,2026-01-27 13:46:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_112,user_915,2026-01-27 21:46:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_113,user_533,2026-01-28 07:22:36.470285,purchase,22.58,credit_card,USD
txn_20260127_114,user_200,2026-01-28 01:54:36.470285,subscription,19.99,google_pay,USD
txn_20260127_115,user_433,2026-01-27 18:12:36.470285,rental,4.29,credit_card,USD
txn_20260127_116,user_799,2026-01-28 00:41:36.470285,rental,6.53,apple_pay,USD
txn_20260127_117,user_637,2026-01-27 16:38:36.470285,purchase,21.62,google_pay,USD
txn_20260127_118,user_358,2026-01-27 17:17:36.470285,subscription,14.99,credit_card,USD
txn_20260127_119,user_437,2026-01-27 22:16:36.470285,rental,6.6,credit_card,USD
txn_20260127_120,user_168,2026-01-28 07:20:36.470285,purchase,19.32,google_pay,USD
txn_20260127_121,user_64,2026-01-28 01:57:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_122,user_976,2026-01-27 15:08:36.470285,subscription,19.99,paypal,USD
txn_20260127_123,user_768,2026-01-28 01:21:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_124,user_773,2026-01-28 10:08:36.470285,rental,6.06,apple_pay,USD
txn_20260127_125,user_850,2026-01-27 18:45:36.470285,ad_revenue,0.03,apple_pay,USD
txn_20260127_126,user_151,2026-01-27 20:27:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_127,user_678,2026-01-28 03:10:36.470285,subscription,9.99,google_pay,USD
txn_20260127_128,user_678,2026-01-27 14:50:36.470285,ad_revenue,0.45,google_pay,USD
txn_20260127_129,user_753,2026-01-27 17:54:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_130,user_701,2026-01-27 19:46:36.470285,subscription,14.99,credit_card,USD
txn_20260127_131,user_769,2026-01-27 15:57:36.470285,subscription,19.99,paypal,USD
txn_20260127_132,user_588,2026-01-27 17:09:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_133,user_892,2026-01-28 09:46:36.470285,subscription,19.99,google_pay,USD
txn_20260127_134,user_235,2026-01-28 10:18:36.470285,rental,6.97,credit_card,USD
txn_20260127_135,user_688,2026-01-28 05:01:36.470285,subscription,19.99,paypal,USD
txn_20260127_136,user_333,2026-01-27 14:30:36.470285,subscription,9.99,google_pay,USD
txn_20260127_137,user_296,2026-01-27 13:24:36.470285,rental,4.45,paypal,USD
txn_20260127_138,user_825,2026-01-27 14:33:36.470285,ad_revenue,0.05,google_pay,USD
txn_20260127_139,user_835,2026-01-27 22:59:36.470285,subscription,19.99,google_pay,USD
txn_20260127_140,user_571,2026-01-27 11:29:36.470285,subscription,9.99,google_pay,USD
txn_20260127_141,user_501,2026-01-28 08:05:36.470285,purchase,12.83,credit_card,USD
txn_20260127_142,user_545,2026-01-27 16:20:36.470285,rental,5.68,paypal,USD
txn_20260127_143,user_100,2026-01-28 06:37:36.470285,ad_revenue,0.42,apple_pay,USD
txn_20260127_144,user_933,2026-01-27 19:39:36.470285,subscription,14.99,credit_card,USD
txn_20260127_145,user_223,2026-01-28 04:23:36.470285,subscription,9.99,paypal,USD
txn_20260127_146,user_770,2026-01-27 14:32:36.470285,ad_revenue,0.29,paypal,USD
txn_20260127_147,user_615,2026-01-28 03:27:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_148,user_699,2026-01-27 11:20:36.470285,subscription,19.99,google_pay,USD
txn_20260127_149,user_60,2026-01-27 20:06:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_150,user_68,2026-01-27 14:30:36.470285,purchase,13.33,paypal,USD
txn_20260127_151,user_245,2026-01-27 16:42:36.470285,subscription,9.99,google_pay,USD
txn_20260127_152,user_253,2026-01-28 09:59:36.470285,subscription,14.99,paypal,USD
txn_20260127_153,user_128,2026-01-28 00:40:36.470285,rental,5.96,apple_pay,USD
txn_20260127_154,user_565,2026-01-27 21:09:36.470285,subscription,19.99,paypal,USD
txn_20260127_155,user_357,2026-01-27 21:06:36.470285,ad_revenue,0.07,paypal,USD
txn_20260127_156,user_356,2026-01-28 07:06:36.470285,rental,4.71,credit_card,USD
txn_20260127_157,user_380,2026-01-27 16:51:36.470285,purchase,15.83,credit_card,USD
txn_20260127_158,user_592,2026-01-27 13:01:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_159,user_453,2026-01-28 03:03:36.470285,subscription,19.99,google_pay,USD
txn_20260127_160,user_204,2026-01-27 15:03:36.470285,rental,4.53,google_pay,USD
txn_20260127_161,user_348,2026-01-27 13:03:36.470285,rental,4.59,paypal,USD
txn_20260127_162,user_70,2026-01-27 15:55:36.470285,subscription,14.99,credit_card,USD
txn_20260127_163,user_462,2026-01-27 14:25:36.470285,rental,4.05,paypal,USD
txn_20260127_164,user_266,2026-01-27 12:59:36.470285,ad_revenue,0.23,credit_card,USD
txn_20260127_165,user_774,2026-01-27 11:44:36.470285,ad_revenue,0.43,credit_card,USD
txn_20260127_166,user_895,2026-01-27 11:45:36.470285,subscription,14.99,paypal,USD
txn_20260127_167,user_602,2026-01-28 06:20:36.470285,ad_revenue,0.43,google_pay,USD
txn_20260127_168,user_268,2026-01-27 13:45:36.470285,purchase,21.04,apple_pay,USD
txn_20260127_169,user_73,2026-01-27 22:20:36.470285,subscription,14.99,paypal,USD
txn_20260127_170,user_992,2026-01-27 23:40:36.470285,subscription,19.99,paypal,USD
txn_20260127_171,user_11,2026-01-27 21:06:36.470285,ad_revenue,0.1,apple_pay,USD
txn_20260127_172,user_632,2026-01-28 01:30:36.470285,rental,6.78,paypal,USD
txn_20260127_173,user_266,2026-01-28 01:05:36.470285,purchase,20.93,paypal,USD
txn_20260127_174,user_684,2026-01-27 17:21:36.470285,purchase,18.63,paypal,USD
txn_20260127_175,user_440,2026-01-28 09:05:36.470285,rental,6.21,apple_pay,USD
txn_20260127_176,user_663,2026-01-27 19:18:36.470285,subscription,19.99,paypal,USD
txn_20260127_177,user_464,2026-01-27 18:22:36.470285,rental,6.1,apple_pay,USD
txn_20260127_178,user_126,2026-01-27 12:29:36.470285,rental,6.97,apple_pay,USD
txn_20260127_179,user_797,2026-01-27 17:34:36.470285,subscription,19.99,credit_card,USD
txn_20260127_180,user_741,2026-01-27 22:10:36.470285,rental,4.34,apple_pay,USD
txn_20260127_181,user_847,2026-01-27 15:52:36.470285,rental,6.69,google_pay,USD
txn_20260127_182,user_674,2026-01-27 13:55:36.470285,subscription,19.99,paypal,USD
txn_20260127_183,user_690,2026-01-27 19:20:36.470285,subscription,19.99,paypal,USD
txn_20260127_184,user_465,2026-01-28 01:04:36.470285,ad_revenue,0.42,paypal,USD
txn_20260127_185,user_479,2026-01-28 04:18:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_186,user_880,2026-01-27 21:25:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_187,user_890,2026-01-27 10:24:36.470285,subscription,14.99,google_pay,USD
txn_20260127_188,user_747,2026-01-28 00:46:36.470285,subscription,14.99,credit_card,USD
txn_20260127_189,user_55,2026-01-27 20:12:36.470285,subscription,14.99,google_pay,USD
txn_20260127_190,user_381,2026-01-27 21:31:36.470285,ad_revenue,0.36,google_pay,USD
txn_20260127_191,user_747,2026-01-28 07:26:36.470285,subscription,9.99,google_pay,USD
txn_20260127_192,user_34,2026-01-27 11:59:36.470285,ad_revenue,0.24,google_pay,USD
txn_20260127_193,user_598,2026-01-28 03:11:36.470285,ad_revenue,0.16,apple_pay,USD
txn_20260127_194,user_600,2026-01-28 09:24:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_195,user_223,2026-01-28 07:45:36.470285,ad_revenue,0.01,apple_pay,USD
txn_20260127_196,user_347,2026-01-27 13:39:36.470285,subscription,9.99,credit_card,USD
txn_20260127_197,user_268,2026-01-28 08:17:36.470285,ad_revenue,0.29,apple_pay,USD
txn_20260127_198,user_40,2026-01-28 05:45:36.470285,rental,5.35,paypal,USD
txn_20260127_199,user_425,2026-01-27 14:48:36.470285,subscription,14.99,google_pay,USD
txn_20260127_200,user_306,2026-01-27 13:47:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_201,user_783,2026-01-28 09:43:36.470285,subscription,9.99,paypal,USD
txn_20260127_202,user_459,2026-01-27 22:37:36.470285,subscription,19.99,google_pay,USD
txn_20260127_203,user_674,2026-01-28 01:18:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_204,user_568,2026-01-27 18:56:36.470285,subscription,14.99,apple_pay,USD
txn_20260127_205,user_169,2026-01-28 00:02:36.470285,rental,6.04,credit_card,USD
txn_20260127_206,user_825,2026-01-28 07:11:36.470285,purchase,10.08,google_pay,USD
txn_20260127_207,user_101,2026-01-28 07:48:36.470285,rental,5.38,google_pay,USD
txn_20260127_208,user_981,2026-01-28 06:07:36.470285,ad_revenue,0.28,apple_pay,USD
txn_20260127_209,user_597,2026-01-27 21:22:36.470285,ad_revenue,0.48,google_pay,USD
txn_20260127_210,user_938,2026-01-28 00:36:36.470285,ad_revenue,0.4,paypal,USD
txn_20260127_211,user_785,2026-01-27 21:10:36.470285,subscription,9.99,paypal,USD
txn_20260127_212,user_837,2026-01-27 18:32:36.470285,purchase,13.17,paypal,USD
txn_20260127_213,user_849,2026-01-28 02:15:36.470285,subscription,19.99,paypal,USD
txn_20260127_214,user_730,2026-01-28 07:06:36.470285,ad_revenue,0.41,paypal,USD
txn_20260127_215,user_930,2026-01-28 08:16:36.470285,purchase,20.29,google_pay,USD
txn_20260127_216,user_434,2026-01-28 08:22:36.470285,rental,6.32,paypal,USD
txn_20260127_217,user_673,2026-01-28 09:26:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_218,user_253,2026-01-28 04:13:36.470285,purchase,18.12,paypal,USD
txn_20260127_219,user_394,2026-01-27 13:34:36.470285,subscription,14.99,paypal,USD
txn_20260127_220,user_555,2026-01-27 10:55:36.470285,purchase,16.46,google_pay,USD
txn_20260127_221,user_454,2026-01-27 20:37:36.470285,subscription,9.99,google_pay,USD
txn_20260127_222,user_780,2026-01-27 21:07:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_223,user_439,2026-01-27 18:46:36.470285,subscription,19.99,paypal,USD
txn_20260127_224,user_651,2026-01-28 08:46:36.470285,subscription,9.99,paypal,USD
txn_20260127_225,user_962,2026-01-27 14:02:36.470285,subscription,9.99,credit_card,USD
txn_20260127_226,user_867,2026-01-27 14:10:36.470285,ad_revenue,0.34,credit_card,USD
txn_20260127_227,user_589,2026-01-27 12:27:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_228,user_45,2026-01-28 07:05:36.470285,subscription,19.99,paypal,USD
txn_20260127_229,user_33,2026-01-28 02:13:36.470285,subscription,19.99,google_pay,USD
txn_20260127_230,user_4,2026-01-28 06:24:36.470285,rental,5.17,credit_card,USD
txn_20260127_231,user_968,2026-01-27 16:21:36.470285,rental,5.19,paypal,USD
txn_20260127_232,user_952,2026-01-28 00:31:36.470285,subscription,14.99,google_pay,USD
txn_20260127_233,user_241,2026-01-27 20:21:36.470285,subscription,19.99,paypal,USD
txn_20260127_234,user_44,2026-01-28 00:39:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_235,user_68,2026-01-27 16:35:36.470285,rental,5.07,apple_pay,USD
txn_20260127_236,user_512,2026-01-28 03:04:36.470285,ad_revenue,0.04,paypal,USD
txn_20260127_237,user_874,2026-01-27 13:46:36.470285,ad_revenue,0.43,credit_card,USD
txn_20260127_238,user_831,2026-01-28 05:51:36.470285,rental,4.78,credit_card,USD
txn_20260127_239,user_102,2026-01-28 08:26:36.470285,subscription,14.99,credit_card,USD
txn_20260127_240,user_250,2026-01-27 10:41:36.470285,purchase,14.82,apple_pay,USD
txn_20260127_241,user_298,2026-01-28 01:11:36.470285,rental,5.97,paypal,USD
txn_20260127_242,user_759,2026-01-27 23:44:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_243,user_975,2026-01-28 04:27:36.470285,rental,6.82,apple_pay,USD
txn_20260127_244,user_709,2026-01-27 19:17:36.470285,rental,6.05,paypal,USD
txn_20260127_245,user_41,2026-01-28 10:11:36.470285,subscription,14.99,google_pay,USD
txn_20260127_246,user_30,2026-01-28 04:33:36.470285,purchase,10.97,apple_pay,USD
txn_20260127_247,user_411,2026-01-27 15:32:36.470285,rental,6.62,google_pay,USD
txn_20260127_248,user_228,2026-01-28 03:44:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_249,user_508,2026-01-27 14:03:36.470285,subscription,9.99,credit_card,USD
txn_20260127_250,user_322,2026-01-27 10:29:36.470285,subscription,9.99,credit_card,USD
txn_20260127_251,user_359,2026-01-28 08:16:36.470285,subscription,9.99,apple_pay,USD
txn_20260127_252,user_828,2026-01-28 01:36:36.470285,purchase,23.75,credit_card,USD
txn_20260127_253,user_215,2026-01-27 16:43:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_254,user_354,2026-01-27 14:29:36.470285,subscription,9.99,credit_card,USD
txn_20260127_255,user_396,2026-01-27 12:04:36.470285,purchase,17.94,credit_card,USD
txn_20260127_256,user_435,2026-01-28 02:54:36.470285,subscription,19.99,apple_pay,USD
txn_20260127_257,user_196,2026-01-28 08:16:36.470285,rental,6.43,paypal,USD
txn_20260127_258,user_939,2026-01-28 04:07:36.470285,ad_revenue,0.37,credit_card,USD
txn_20260127_259,user_546,2026-01-27 22:06:36.470285,subscription,14.99,paypal,USD
txn_20260127_260,user_841,2026-01-27 20:53:36.470285,rental,6.41,google_pay,USD
txn_20260127_261,user_353,2026-01-27 13:24:36.470285,rental,6.22,google_pay,USD
txn_20260127_262,user_331,2026-01-28 09:06:36.470285,purchase,24.11,credit_card,USD
txn_20260127_263,user_673,2026-01-27 18:37:36.470285,ad_revenue,0.04,credit_card,USD
