user_id,signup_date,country,subscription_tier,age_group
user_482,2025-10-19 10:22:36.470285,DE,free,35-44
user_483,2025-05-26 10:22:36.470285,US,premium,55+
user_484,2025-11-19 10:22:36.470285,US,premium,45-54
user_485,2025-06-16 10:22:36.470285,CA,basic,45-54
user_486,2025-12-07 10:22:36.470285,US,premium,55+
user_487,2025-08-12 10:22:36.470285,US,free,18-24
user_488,2025-05-27 10:22:36.470285,US,premium,25-34
user_489,2025-08-06 10:22:36.470285,AU,free,18-24
user_490,2025-05-04 10:22:36.470285,US,basic,35-44
user_491,2025-08-05 10:22:36.470285,US,basic,25-34
user_492,2025-09-20 10:22:36.470285,UK,basic,45-54
user_493,2025-08-01 10:22:36.470285,US,basic,18-24
user_494,2025-03-05 10:22:36.470285,US,premium,25-34
user_495,2025-11-20 10:22:36.470285,US,basic,25-34
user_496,2025-03-25 10:22:36.470285,AU,basic,55+
user_497,2025-12-07 10:22:36.470285,US,free,25-34
user_498,2025-09-06 10:22:36.470285,DE,basic,25-34
user_499,2025-02-26 10:22:36.470285,UK,basic,25-34
user_500,2025-09-26 10:22:36.470285,CA,basic,35-44
user_501,2025-11-30 10:22:36.470285,US,basic,18-24
user_502,2025-12-25 10:22:36.470285,US,premium,18-24
user_503,2025-12-19 10:22:36.470285,AU,basic,55+
user_504,2025-11-15 10:22:36.470285,CA,free,55+
user_505,2025-11-20 10:22:36.470285,UK,premium,45-54
user_506,2025-08-07 10:22:36.470285,AU,premium,35-44
user_507,2025-06-15 10:22:36.470285,US,free,18-24
user_508,2025-12-14 10:22:36.470285,US,basic,35-44
user_509,2025-08-07 10:22:36.470285,US,basic,45-54
user_510,2025-02-10 10:22:36.470285,AU,free,45-54
user_511,2025-09-05 10:22:36.470285,CA,free,18-24
user_512,2025-10-01 10:22:36.470285,CA,free,55+
user_513,2025-03-03 10:22:36.470285,CA,basic,55+
user_514,2025-11-11 10:22:36.470285,US,free,25-34
user_515,2025-11-25 10:22:36.470285,US,premium,45-54
user_516,2025-12-13 10:22:36.470285,DE,basic,55+
user_517,2025-05-11 10:22:36.470285,US,basic,35-44
user_518,2025-06-15 10:22:36.470285,US,basic,55+
user_519,2025-03-25 10:22:36.470285,US,basic,25-34
user_520,2025-05-18 10:22:36.470285,US,basic,18-24
user_521,2025-11-12 10:22:36.470285,AU,basic,18-24
user_522,2025-11-03 10:22:36.470285,US,free,25-34
user_523,2025-09-27 10:22:36.470285,CA,free,18-24
user_524,2026-01-22 10:22:36.470285,US,basic,35-44
user_525,2025-06-02 10:22:36.470285,UK,premium,35-44
user_526,2025-04-17 10:22:36.470285,AU,free,55+
user_527,2025-09-18 10:22:36.470285,US,premium,45-54
user_528,2025-06-30 10:22:36.470285,US,premium,18-24
user_529,2025-03-12 10:22:36.470285,UK,basic,18-24
user_530,2025-07-29 10:22:36.470285,UK,premium,25-34
user_531,2025-08-20 10:22:36.470285,UK,basic,55+
user_532,2025-06-08 10:22:36.470285,US,free,45-54
user_533,2025-06-08 10:22:36.470285,US,free,45-54
user_534,2025-10-29 10:22:36.470285,CA,basic,55+
user_535,2025-05-20 10:22:36.470285,UK,premium,18-24
user_536,2025-09-22 10:22:36.470285,FR,free,18-24
user_537,2025-08-23 10:22:36.470285,US,free,25-34
user_538,2025-11-15 10:22:36.470285,US,premium,35-44
user_539,2026-01-06 10:22:36.470285,UK,basic,55+
user_540,2025-05-23 10:22:36.470285,US,premium,55+
user_541,2025-12-13 10:22:36.470285,UK,free,25-34
user_542,2025-08-21 10:22:36.470285,US,basic,55+
user_543,2025-02-09 10:22:36.470285,UK,free,45-54
user_544,2025-08-22 10:22:36.470285,US,basic,18-24
user_545,2025-11-23 10:22:36.470285,US,basic,35-44
user_546,2025-04-20 10:22:36.470285,US,free,45-54
user_547,2025-04-24 10:22:36.470285,AU,premium,35-44
user_548,2025-05-06 10:22:36.470285,UK,basic,25-34
user_549,2025-11-22 10:22:36.470285,US,free,18-24
user_550,2025-06-18 10:22:36.470285,US,free,55+
user_551,2025-08-06 10:22:36.470285,US,free,18-24
user_552,2025-04-30 10:22:36.470285,US,basic,25-34
user_553,2025-09-03 10:22:36.470285,US,free,55+
user_554,2025-08-11 10:22:36.470285,DE,basic,18-24
user_555,2025-03-06 10:22:36.470285,US,premium,18-24
user_556,2025-10-28 10:22:36.470285,UK,premium,35-44
user_557,2025-06-12 10:22:36.470285,DE,basic,25-34
user_558,2025-12-17 10:22:36.470285,US,basic,25-34
user_559,2025-03-19 10:22:36.470285,US,premium,45-54
user_560,2025-08-19 10:22:36.470285,CA,free,25-34
user_561,2025-04-18 10:22:36.470285,CA,basic,25-34
user_562,2025-06-26 10:22:36.470285,CA,free,18-24
user_563,2025-05-05 10:22:36.470285,AU,free,18-24
user_564,2025-11-08 10:22:36.470285,US,premium,45-54
user_565,2025-07-13 10:22:36.470285,UK,basic,25-34
user_566,2025-09-09 10:22:36.470285,AU,free,35-44
user_567,2025-05-03 10:22:36.470285,US,premium,35-44
user_568,2025-12-21 10:22:36.470285,CA,free,35-44
user_569,2025-05-27 10:22:36.470285,US,free,35-44
user_570,2025-08-24 10:22:36.470285,UK,premium,35-44
user_571,2026-01-14 10:22:36.470285,US,free,18-24
user_572,2026-01-19 10:22:36.470285,DE,basic,35-44
user_573,2025-07-25 10:22:36.470285,AU,free,35-44
user_574,2025-01-28 10:22:36.470285,US,premium,45-54
user_575,2025-07-01 10:22:36.470285,US,basic,35-44
user_576,2025-07-07 10:22:36.470285,US,premium,18-24
user_577,2025-03-02 10:22:36.470285,US,basic,35-44
user_578,2025-10-12 10:22:36.470285,US,free,45-54
user_579,2025-05-29 10:22:36.470285,CA,free,18-24
user_580,2025-04-30 10:22:36.470285,UK,free,55+
user_581,2025-05-22 10:22:36.470285,US,premium,35-44
user_582,2025-02-24 10:22:36.470285,CA,free,18-24
user_583,2025-05-18 10:22:36.470285,AU,free,45-54
user_584,2025-02-25 10:22:36.470285,US,free,35-44
user_585,2025-03-13 10:22:36.470285,FR,basic,55+
user_586,2025-03-27 10:22:36.470285,US,free,35-44
user_587,2025-03-17 10:22:36.470285,US,free,45-54
user_588,2026-01-22 10:22:36.470285,US,basic,18-24
user_589,2025-05-06 10:22:36.470285,CA,premium,55+
user_590,2025-11-02 10:22:36.470285,US,basic,45-54
user_591,2025-01-27 10:22:36.470285,CA,premium,35-44
user_592,2025-02-21 10:22:36.470285,US,basic,45-54
user_593,2025-08-05 10:22:36.470285,FR,premium,45-54
user_594,2025-03-14 10:22:36.470285,US,free,18-24
user_595,2025-11-02 10:22:36.470285,UK,free,18-24
user_596,2025-11-26 10:22:36.470285,US,basic,18-24
user_597,2025-04-02 10:22:36.470285,CA,basic,45-54
user_598,2025-08-15 10:22:36.470285,UK,free,18-24
user_599,2025-11-25 10:22:36.470285,UK,basic,18-24
user_600,2025-10-23 10:22:36.470285,AU,premium,45-54
user_601,2025-04-05 10:22:36.470285,UK,premium,18-24
user_602,2025-08-20 10:22:36.470285,CA,premium,18-24
user_603,2025-12-21 10:22:36.470285,FR,premium,45-54
user_604,2025-07-18 10:22:36.470285,UK,basic,35-44
user_605,2025-11-04 10:22:36.470285,UK,premium,45-54
user_606,2025-05-06 10:22:36.470285,UK,premium,25-34
user_607,2025-04-10 10:22:36.470285,CA,basic,35-44
user_608,2025-10-10 10:22:36.470285,UK,free,45-54
user_609,2025-08-18 10:22:36.470285,DE,basic,18-24
user_610,2025-06-05 10:22:36.470285,UK,basic,55+
user_611,2025-09-29 10:22:36.470285,UK,basic,18-24
user_612,2025-06-14 10:22:36.470285,US,basic,25-34
user_613,2025-02-23 10:22:36.470285,US,premium,18-24
user_614,2026-01-21 10:22:36.470285,UK,premium,55+
user_615,2025-07-12 10:22:36.470285,US,basic,55+
user_616,2025-08-10 10:22:36.470285,US,basic,45-54
user_617,2025-11-23 10:22:36.470285,US,free,35-44
user_618,2025-05-29 10:22:36.470285,CA,premium,18-24
user_619,2025-07-12 10:22:36.470285,CA,premium,18-24
user_620,2025-01-31 10:22:36.470285,US,basic,45-54
user_621,2025-12-14 10:22:36.470285,US,basic,35-44
user_622,2025-04-09 10:22:36.470285,US,premium,55+
user_623,2025-08-07 10:22:36.470285,US,premium,25-34
user_624,2025-08-28 10:22:36.470285,US,basic,25-34
user_625,2025-11-08 10:22:36.470285,US,free,25-34
user_626,2025-08-21 10:22:36.470285,US,basic,35-44
user_627,2025-05-23 10:22:36.470285,CA,free,18-24
user_628,2025-08-13 10:22:36.470285,US,basic,35-44
user_629,2025-02-02 10:22:36.470285,US,basic,35-44
user_630,2025-12-21 10:22:36.470285,US,free,18-24
user_631,2025-12-31 10:22:36.470285,US,free,55+
user_632,2025-02-04 10:22:36.470285,AU,basic,25-34
user_633,2025-04-21 10:22:36.470285,US,premium,55+
user_634,2025-09-24 10:22:36.470285,CA,premium,18-24
user_635,2025-04-15 10:22:36.470285,US,basic,18-24
user_636,2025-08-03 10:22:36.470285,US,free,25-34
user_637,2025-11-20 10:22:36.470285,US,premium,45-54
user_638,2025-02-20 10:22:36.470285,US,basic,35-44
user_639,2025-12-12 10:22:36.470285,UK,free,25-34
user_640,2025-06-13 10:22:36.470285,UK,premium,35-44
user_641,2025-10-25 10:22:36.470285,UK,free,55+
user_642,2025-09-02 10:22:36.470285,UK,basic,25-34
user_643,2025-08-24 10:22:36.470285,AU,premium,35-44
user_644,2026-01-18 10:22:36.470285,FR,basic,35-44
user_645,2025-02-07 10:22:36.470285,CA,premium,25-34
user_646,2025-11-29 10:22:36.470285,US,premium,35-44
user_647,2025-07-11 10:22:36.470285,US,basic,35-44
user_648,2025-08-09 10:22:36.470285,FR,basic,25-34
user_649,2025-11-21 10:22:36.470285,US,basic,25-34
user_650,2025-11-05 10:22:36.470285,US,basic,18-24
user_651,2025-12-26 10:22:36.470285,CA,basic,35-44
user_652,2025-10-05 10:22:36.470285,CA,free,18-24
user_653,2026-01-21 10:22:36.470285,US,free,18-24
user_654,2025-05-07 10:22:36.470285,CA,basic,25-34
user_655,2025-06-21 10:22:36.470285,US,free,18-24
user_656,2025-06-27 10:22:36.470285,UK,basic,45-54
user_657,2025-04-05 10:22:36.470285,US,premium,18-24
user_658,2025-09-06 10:22:36.470285,AU,basic,25-34
user_659,2025-06-15 10:22:36.470285,UK,basic,35-44
user_660,2025-06-12 10:22:36.470285,UK,basic,45-54
user_661,2025-10-22 10:22:36.470285,CA,basic,45-54
user_662,2025-08-15 10:22:36.470285,US,free,25-34
user_663,2025-04-10 10:22:36.470285,AU,free,18-24
user_664,2025-08-08 10:22:36.470285,UK,free,45-54
user_665,2025-03-27 10:22:36.470285,UK,basic,25-34
user_666,2026-01-12 10:22:36.470285,US,basic,45-54
user_667,2025-04-05 10:22:36.470285,US,premium,25-34
user_668,2025-09-22 10:22:36.470285,US,basic,35-44
user_669,2025-03-11 10:22:36.470285,AU,premium,35-44
user_670,2025-09-09 10:22:36.470285,US,free,45-54
user_671,2025-06-13 10:22:36.470285,CA,free,18-24
user_672,2025-11-03 10:22:36.470285,US,basic,18-24
user_673,2025-09-30 10:22:36.470285,AU,premium,35-44
user_674,2025-09-16 10:22:36.470285,DE,basic,55+
user_675,2025-03-20 10:22:36.470285,US,basic,35-44
user_676,2025-11-23 10:22:36.470285,DE,basic,55+
user_677,2025-12-11 10:22:36.470285,US,free,18-24
user_678,2025-02-13 10:22:36.470285,US,premium,25-34
user_679,2025-08-24 10:22:36.470285,FR,premium,18-24
user_680,2025-09-03 10:22:36.470285,AU,free,55+
user_681,2025-11-23 10:22:36.470285,CA,basic,45-54
user_682,2025-06-09 10:22:36.470285,US,premium,45-54
user_683,2025-01-27 10:22:36.470285,CA,free,45-54
user_684,2025-09-22 10:22:36.470285,US,premium,25-34
user_685,2025-04-15 10:22:36.470285,FR,basic,25-34
user_686,2025-09-22 10:22:36.470285,US,basic,35-44
user_687,2025-02-26 10:22:36.470285,US,basic,18-24
user_688,2025-09-26 10:22:36.470285,US,free,45-54
user_689,2025-07-19 10:22:36.470285,US,basic,25-34
user_690,2025-07-08 10:22:36.470285,CA,free,55+
user_691,2025-04-27 10:22:36.470285,AU,premium,25-34
user_692,2025-11-14 10:22:36.470285,AU,premium,45-54
user_693,2025-07-05 10:22:36.470285,US,basic,35-44
user_694,2025-11-18 10:22:36.470285,US,basic,18-24
user_695,2025-09-19 10:22:36.470285,AU,free,25-34
user_696,2025-03-17 10:22:36.470285,US,premium,35-44
user_697,2025-10-01 10:22:36.470285,CA,free,45-54
user_698,2025-06-16 10:22:36.470285,US,basic,35-44
user_699,2025-05-14 10:22:36.470285,DE,basic,55+
user_700,2026-01-14 10:22:36.470285,US,basic,55+
user_701,2025-11-14 10:22:36.470285,UK,premium,35-44
user_702,2025-10-03 10:22:36.470285,US,basic,25-34
user_703,2025-05-19 10:22:36.470285,CA,basic,45-54
user_704,2025-03-04 10:22:36.470285,FR,premium,35-44
user_705,2025-07-29 10:22:36.470285,UK,free,55+
user_706,2025-01-30 10:22:36.470285,US,basic,18-24
user_707,2025-12-31 10:22:36.470285,CA,free,55+
user_708,2025-11-01 10:22:36.470285,UK,basic,55+
user_709,2025-09-20 10:22:36.470285,UK,basic,35-44
user_710,2025-09-01 10:22:36.470285,CA,basic,35-44
user_711,2025-06-24 10:22:36.470285,DE,premium,18-24
user_712,2025-09-02 10:22:36.470285,US,basic,45-54
user_713,2026-01-18 10:22:36.470285,AU,free,35-44
user_714,2025-11-30 10:22:36.470285,AU,basic,35-44
user_715,2025-02-23 10:22:36.470285,UK,basic,35-44
user_716,2025-08-29 10:22:36.470285,US,basic,35-44
user_717,2025-12-15 10:22:36.470285,AU,basic,18-24
user_718,2025-12-13 10:22:36.470285,UK,free,18-24
user_719,2025-03-19 10:22:36.470285,US,free,55+
user_720,2025-10-28 10:22:36.470285,AU,free,18-24
user_721,2025-08-21 10:22:36.470285,US,basic,45-54
user_722,2025-02-19 10:22:36.470285,US,basic,45-54
user_723,2025-07-12 10:22:36.470285,UK,premium,25-34
user_724,2026-01-17 10:22:36.470285,US,free,55+
user_725,2025-07-28 10:22:36.470285,CA,premium,18-24
user_726,2025-02-21 10:22:36.470285,CA,free,45-54
user_727,2025-07-29 10:22:36.470285,AU,free,45-54
user_728,2025-07-08 10:22:36.470285,US,basic,55+
user_729,2025-02-13 10:22:36.470285,US,basic,18-24
user_730,2025-07-25 10:22:36.470285,CA,basic,18-24
user_731,2025-12-26 10:22:36.470285,US,basic,55+
user_732,2025-09-19 10:22:36.470285,UK,free,25-34
user_733,2025-10-30 10:22:36.470285,UK,basic,18-24
user_734,2025-03-20 10:22:36.470285,US,free,45-54
user_735,2025-06-01 10:22:36.470285,CA,basic,55+
user_736,2025-11-11 10:22:36.470285,CA,basic,55+
user_737,2025-01-27 10:22:36.470285,US,free,45-54
user_738,2025-10-30 10:22:36.470285,US,free,35-44
user_739,2025-06-10 10:22:36.470285,UK,basic,45-54
user_740,2025-03-06 10:22:36.470285,UK,premium,35-44
user_741,2025-05-29 10:22:36.470285,US,free,18-24
user_742,2025-04-14 10:22:36.470285,UK,basic,18-24
user_743,2025-04-28 10:22:36.470285,US,free,45-54
user_744,2025-07-18 10:22:36.470285,US,free,45-54
user_745,2025-02-15 10:22:36.470285,US,premium,25-34
user_746,2025-04-14 10:22:36.470285,CA,basic,35-44
user_747,2026-01-05 10:22:36.470285,US,basic,55+
user_748,2025-03-05 10:22:36.470285,US,free,45-54
user_749,2025-11-27 10:22:36.470285,CA,premium,55+
user_750,2025-02-08 10:22:36.470285,UK,premium,45-54
user_751,2025-04-21 10:22:36.470285,CA,premium,45-54
user_752,2025-11-21 10:22:36.470285,US,free,45-54
user_753,2025-05-21 10:22:36.470285,UK,free,25-34
user_754,2025-09-17 10:22:36.470285,US,basic,25-34
user_755,2025-09-17 10:22:36.470285,CA,free,25-34
user_756,2025-11-19 10:22:36.470285,CA,free,25-34
user_757,2025-04-20 10:22:36.470285,US,free,45-54
user_758,2025-04-18 10:22:36.470285,UK,premium,25-34
user_759,2025-08-06 10:22:36.470285,UK,basic,45-54
user_760,2025-12-30 10:22:36.470285,US,basic,25-34
user_761,2025-08-18 10:22:36.470285,US,free,35-44
user_762,2025-05-17 10:22:36.470285,US,free,25-34
user_763,2025-08-05 10:22:36.470285,US,free,45-54
user_764,2025-12-26 10:22:36.470285,AU,premium,45-54
user_765,2025-03-06 10:22:36.470285,US,premium,18-24
user_766,2026-01-21 10:22:36.470285,CA,free,25-34
user_767,2025-09-13 10:22:36.470285,US,basic,18-24
user_768,2025-08-29 10:22:36.470285,AU,basic,18-24
user_769,2025-12-05 10:22:36.470285,CA,basic,55+
user_770,2025-04-15 10:22:36.470285,US,free,25-34
user_771,2025-05-20 10:22:36.470285,UK,premium,35-44
user_772,2025-04-11 10:22:36.470285,US,basic,55+
user_773,2025-03-19 10:22:36.470285,AU,free,25-34
user_774,2025-03-26 10:22:36.470285,AU,basic,35-44
user_775,2026-01-17 10:22:36.470285,UK,basic,55+
user_776,2025-12-11 10:22:36.470285,AU,premium,55+
user_777,2025-05-04 10:22:36.470285,US,basic,35-44
user_778,2025-02-24 10:22:36.470285,CA,basic,35-44
user_779,2025-05-30 10:22:36.470285,US,free,25-34
user_780,2025-07-29 10:22:36.470285,US,free,55+
user_781,2025-04-29 10:22:36.470285,US,premium,25-34
user_782,2025-02-08 10:22:36.470285,US,basic,55+
user_783,2025-05-18 10:22:36.470285,CA,premium,45-54
user_784,2025-03-28 10:22:36.470285,US,premium,18-24
user_785,2025-04-13 10:22:36.470285,CA,basic,45-54
user_786,2025-04-30 10:22:36.470285,US,free,45-54
user_787,2025-06-13 10:22:36.470285,UK,premium,18-24
user_788,2025-07-28 10:22:36.470285,CA,premium,25-34
user_789,2026-01-12 10:22:36.470285,US,premium,35-44
user_790,2025-11-03 10:22:36.470285,CA,premium,25-34
user_791,2025-03-14 10:22:36.470285,AU,basic,45-54
user_792,2025-04-13 10:22:36.470285,UK,premium,55+
user_793,2025-04-21 10:22:36.470285,CA,basic,35-44
user_794,2025-04-10 10:22:36.470285,US,free,18-24
user_795,2025-07-24 10:22:36.470285,CA,basic,25-34
user_796,2025-07-07 10:22:36.470285,FR,premium,45-54
user_797,2025-05-27 10:22:36.470285,US,free,55+
user_798,2025-05-26 10:22:36.470285,CA,premium,18-24
user_799,2025-10-01 10:22:36.470285,CA,premium,55+
user_800,2025-03-30 10:22:36.470285,US,free,35-44
user_801,2025-08-30 10:22:36.470285,US,basic,25-34
user_802,2025-11-25 10:22:36.470285,US,basic,45-54
user_803,2025-07-03 10:22:36.470285,DE,basic,35-44
user_804,2025-04-22 10:22:36.470285,US,basic,25-34
user_805,2025-03-12 10:22:36.470285,US,free,45-54
user_806,2025-12-05 10:22:36.470285,UK,basic,45-54
user_807,2025-04-19 10:22:36.470285,US,basic,45-54
user_808,2025-04-08 10:22:36.470285,US,basic,18-24
user_809,2025-08-16 10:22:36.470285,AU,basic,18-24
user_810,2025-04-02 10:22:36.470285,FR,free,35-44
user_811,2026-01-03 10:22:36.470285,FR,basic,45-54
user_812,2025-07-18 10:22:36.470285,UK,free,35-44
user_813,2026-01-21 10:22:36.470285,CA,free,18-24
user_814,2025-05-07 10:22:36.470285,UK,premium,55+
user_815,2025-11-13 10:22:36.470285,UK,free,55+
user_816,2026-01-10 10:22:36.470285,US,premium,45-54
user_817,2025-09-08 10:22:36.470285,UK,premium,18-24
user_818,2025-10-11 10:22:36.470285,UK,premium,55+
user_819,2025-08-04 10:22:36.470285,UK,premium,55+
user_820,2025-08-18 10:22:36.470285,AU,premium,35-44
user_821,2025-10-19 10:22:36.470285,US,premium,35-44
user_822,2025-11-14 10:22:36.470285,US,free,55+
user_823,2025-10-15 10:22:36.470285,US,basic,25-34
user_824,2025-11-08 10:22:36.470285,FR,basic,35-44
user_825,2026-01-20 10:22:36.470285,US,free,45-54
user_826,2025-12-04 10:22:36.470285,UK,basic,25-34
user_827,2025-10-10 10:22:36.470285,US,premium,45-54
user_828,2025-11-28 10:22:36.470285,CA,premium,35-44
user_829,2025-02-01 10:22:36.470285,CA,premium,45-54
user_830,2026-01-17 10:22:36.470285,CA,premium,45-54
user_831,2025-05-29 10:22:36.470285,CA,basic,35-44
user_832,2025-03-17 10:22:36.470285,AU,premium,35-44
user_833,2025-03-07 10:22:36.470285,US,premium,25-34
user_834,2025-04-27 10:22:36.470285,US,premium,18-24
user_835,2025-12-08 10:22:36.470285,AU,basic,35-44
user_836,2026-01-24 10:22:36.470285,CA,basic,55+
user_837,2025-10-17 10:22:36.470285,US,premium,35-44
user_838,2025-02-20 10:22:36.470285,US,free,55+
user_839,2025-10-22 10:22:36.470285,US,premium,25-34
user_840,2025-12-16 10:22:36.470285,US,free,25-34
user_841,2025-04-28 10:22:36.470285,UK,basic,35-44
user_842,2025-02-21 10:22:36.470285,CA,premium,45-54
user_843,2025-03-09 10:22:36.470285,UK,basic,18-24
user_844,2025-05-20 10:22:36.470285,US,basic,45-54
user_845,2025-11-23 10:22:36.470285,US,basic,18-24
user_846,2025-05-07 10:22:36.470285,AU,premium,18-24
user_847,2025-10-27 10:22:36.470285,US,basic,55+
user_848,2026-01-10 10:22:36.470285,US,premium,18-24
user_849,2025-07-14 10:22:36.470285,CA,basic,55+
user_850,2025-06-23 10:22:36.470285,US,basic,18-24
user_851,2025-09-14 10:22:36.470285,US,free,35-44
user_852,2025-10-22 10:22:36.470285,US,premium,18-24
user_853,2026-01-11 10:22:36.470285,US,basic,45-54
user_854,2025-12-25 10:22:36.470285,UK,premium,25-34
user_855,2025-10-29 10:22:36.470285,US,free,35-44
user_856,2025-11-13 10:22:36.470285,US,free,18-24
user_857,2025-12-25 10:22:36.470285,US,free,35-44
user_858,2025-02-28 10:22:36.470285,CA,basic,18-24
user_859,2025-10-20 10:22:36.470285,US,premium,18-24
user_860,2025-03-15 10:22:36.470285,FR,free,45-54
user_861,2025-12-07 10:22:36.470285,UK,basic,25-34
user_862,2025-08-28 10:22:36.470285,UK,basic,25-34
user_863,2025-12-14 10:22:36.470285,US,basic,35-44
user_864,2025-12-19 10:22:36.470285,US,free,45-54
user_865,2025-11-28 10:22:36.470285,DE,free,25-34
user_866,2025-05-05 10:22:36.470285,UK,free,55+
user_867,2025-04-12 10:22:36.470285,US,basic,18-24
user_868,2026-01-21 10:22:36.470285,CA,basic,35-44
user_869,2025-09-05 10:22:36.470285,UK,free,25-34
user_870,2025-12-26 10:22:36.470285,UK,basic,55+
user_871,2025-12-22 10:22:36.470285,US,basic,18-24
user_872,2025-03-17 10:22:36.470285,US,basic,45-54
user_873,2025-10-05 10:22:36.470285,US,premium,35-44
user_874,2025-07-29 10:22:36.470285,US,basic,55+
user_875,2025-10-05 10:22:36.470285,US,basic,18-24
user_876,2025-06-10 10:22:36.470285,US,premium,35-44
user_877,2025-05-31 10:22:36.470285,CA,basic,18-24
user_878,2025-08-30 10:22:36.470285,US,premium,55+
user_879,2025-12-12 10:22:36.470285,DE,basic,45-54
user_880,2025-04-05 10:22:36.470285,US,premium,45-54
user_881,2025-05-05 10:22:36.470285,US,premium,55+
user_882,2025-04-20 10:22:36.470285,AU,premium,35-44
user_883,2025-09-06 10:22:36.470285,US,free,35-44
user_884,2025-07-14 10:22:36.470285,US,premium,55+
user_885,2025-08-01 10:22:36.470285,US,basic,55+
user_886,2025-10-12 10:22:36.470285,US,premium,18-24
user_887,2025-10-26 10:22:36.470285,US,basic,55+
user_888,2026-01-05 10:22:36.470285,US,premium,25-34
user_889,2025-04-01 10:22:36.470285,DE,free,18-24
user_890,2025-07-04 10:22:36.470285,CA,basic,18-24
user_891,2025-11-24 10:22:36.470285,US,premium,55+
user_892,2025-10-03 10:22:36.470285,AU,free,18-24
user_893,2025-12-09 10:22:36.470285,US,free,45-54
user_894,2025-03-20 10:22:36.470285,AU,basic,18-24
user_895,2025-08-22 10:22:36.470285,US,free,55+
user_896,2025-02-05 10:22:36.470285,CA,premium,45-54
user_897,2025-09-14 10:22:36.470285,CA,basic,35-44
user_898,2025-04-18 10:22:36.470285,US,free,45-54
user_899,2025-10-01 10:22:36.470285,US,premium,35-44
user_900,2025-07-26 10:22:36.470285,CA,basic,45-54
user_901,2025-04-25 10:22:36.470285,US,basic,55+
user_902,2025-12-09 10:22:36.470285,US,basic,45-54
user_903,2025-07-15 10:22:36.470285,CA,free,35-44
user_904,2025-04-03 10:22:36.470285,US,basic,25-34
user_905,2026-01-06 10:22:36.470285,CA,premium,25-34
user_906,2026-01-14 10:22:36.470285,UK,basic,55+
user_907,2025-11-30 10:22:36.470285,US,premium,18-24
user_908,2025-06-07 10:22:36.470285,DE,premium,35-44
user_909,2026-01-08 10:22:36.470285,US,basic,25-34
user_910,2025-12-22 10:22:36.470285,US,free,35-44
user_911,2025-02-05 10:22:36.470285,US,basic,35-44
user_912,2025-08-16 10:22:36.470285,US,free,55+
user_913,2025-07-18 10:22:36.470285,US,free,18-24
user_914,2025-03-28 10:22:36.470285,FR,free,25-34
user_915,2025-10-23 10:22:36.470285,US,premium,35-44
user_916,2025-07-30 10:22:36.470285,UK,basic,55+
user_917,2026-01-07 10:22:36.470285,AU,premium,25-34
user_918,2025-12-14 10:22:36.470285,US,premium,55+
user_919,2026-01-08 10:22:36.470285,US,premium,35-44
user_920,2025-09-17 10:22:36.470285,UK,basic,35-44
user_921,2025-10-08 10:22:36.470285,US,premium,55+
user_922,2025-05-26 10:22:36.470285,UK,premium,55+
user_923,2025-08-10 10:22:36.470285,US,free,35-44
user_924,2025-09-14 10:22:36.470285,US,free,35-44
user_925,2025-09-11 10:22:36.470285,AU,premium,55+
user_926,2025-07-07 10:22:36.470285,US,free,25-34
user_927,2025-10-14 10:22:36.470285,CA,premium,55+
user_928,2025-07-03 10:22:36.470285,AU,basic,18-24
user_929,2025-06-30 10:22:36.470285,US,premium,55+
user_930,2025-03-03 10:22:36.470285,US,premium,55+
user_931,2025-11-17 10:22:36.470285,US,free,25-34
user_932,2025-12-23 10:22:36.470285,US,basic,18-24
user_933,2025-11-16 10:22:36.470285,US,free,55+
user_934,2025-06-24 10:22:36.470285,FR,free,55+
user_935,2025-06-24 10:22:36.470285,US,premium,25-34
user_936,2025-10-27 10:22:36.470285,CA,free,25-34
user_937,2025-10-02 10:22:36.470285,US,basic,55+
user_938,2026-01-23 10:22:36.470285,US,free,18-24
user_939,2025-07-08 10:22:36.470285,AU,basic,45-54
user_940,2025-12-20 10:22:36.470285,CA,premium,45-54
user_941,2025-06-05 10:22:36.470285,US,premium,35-44
user_942,2025-05-17 10:22:36.470285,UK,free,18-24
user_943,2025-10-21 10:22:36.470285,US,free,45-54
user_944,2026-01-17 10:22:36.470285,AU,basic,55+
user_945,2025-03-25 10:22:36.470285,US,premium,18-24
user_946,2025-12-12 10:22:36.470285,UK,basic,25-34
user_947,2025-05-04 10:22:36.470285,UK,basic,18-24
user_948,2025-09-16 10:22:36.470285,AU,premium,35-44
user_949,2025-12-14 10:22:36.470285,UK,free,45-54
user_950,2025-06-03 10:22:36.470285,CA,premium,25-34
user_951,2025-10-26 10:22:36.470285,US,basic,35-44
user_952,2025-12-24 10:22:36.470285,US,basic,55+
user_953,2025-06-04 10:22:36.470285,CA,basic,18-24
user_954,2025-11-13 10:22:36.470285,US,basic,45-54
user_955,2025-04-21 10:22:36.470285,US,free,18-24
user_956,2025-09-14 10:22:36.470285,US,basic,45-54
user_957,2025-05-07 10:22:36.470285,CA,free,55+
user_958,2025-08-26 10:22:36.470285,US,free,45-54
user_959,2025-05-28 10:22:36.470285,US,basic,55+
user_960,2025-12-14 10:22:36.470285,CA,basic,18-24
user_961,2025-07-10 10:22:36.470285,DE,basic,45-54
user_962,2025-11-12 10:22:36.470285,UK,premium,25-34
